video_id,video_title,video_category,comment_text,author_display_name,author_channel_id,published_at,like_count,reply_count,comment_length_char,kata_indikasi_judol_ditemukan,jumlah_kata_indikasi_judol,sentiment_score,sentiment_label,is_judol_comment
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"Main di 𝐀𝐆𝑈𝐒𝙏ОTО, langsung menang",@rachmaliaAmorin-x6f,UCmpY3Y6JIpLU1_IIm7lpMRw,2025-02-07T08:58:57Z,0,0,33,toto,1,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"А𝐆𝐔𝙎TO𝐓O gachor abis, sekali maen langsung pengen lagi",@qustianibegum-r1l,UCXwRhy4w5t09SFQ1cElFpQQ,2025-02-07T08:58:56Z,0,0,54,toto,1,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,maen di 𝐀𝙀RO8𝟾 ngga sia2 sumpah,@pursnaniVillate-y1h,UC9seFfvF2nVSUgtLPMI7fOg,2025-02-07T08:58:57Z,0,0,31,88,1,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"𝐀𝙀𝐑𝙊𝟪𝟖 gacor, menang terus!",@Rachelsharma-n4j,UCkpfZbZRHNk0Gpzx2mXecvA,2025-02-07T08:58:56Z,0,0,27,"gacor, 88",2,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,mekswin gampang bgt di D𝘌𝙒АD𝘖𝑅𝘼,@Rabelomundhra-o5k,UCkIAGZ0MkBDXHTNTxkVIIiw,2025-02-07T08:58:53Z,0,0,31,dewa,1,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"Baru daftar depo CEPEK ribu, langsung cair 10 juta. 𝐀𝐆U𝐒𝙏𝘖𝑇𝐎 gachor pol",@Rahardjokishor-c7s,UCVIJyq5P0K-rquUDP_Poevg,2025-02-07T08:58:52Z,0,0,71,"toto, cair",2,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"𝐃𝘖Я𝐴7𝟳 gacor banget, pecah terus",@PsainiSfloyd-m8m,UC784UL9MBja_nTf21xZBFqA,2025-02-07T08:58:49Z,0,0,32,"gacor, 77",2,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"𝘿𝑂Я𝘈𝟩𝟳 gacir abis, sekali main langsung pengen lagi",@puentesSboles-h3b,UCXgpcanNH8YEtv-XkqE5cYQ,2025-02-07T08:58:46Z,0,0,51,77,1,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"Depo kecil, mekswin besar di 𝘋𝘌𝘞𝘈𝘿𝑂𝐑𝐴",@Quangkumar-w1b,UCgPj4dYC6xP1xjWnkSHX6KQ,2025-02-07T08:58:45Z,0,0,37,dewa,1,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"Ga ngerti lagi, gacor terus di 𝐷𝘖R𝘈𝟩𝟩 sampe ga bisa stop",@puertaQureshi-w8q,UCPKFRPDhGkiK11QPQH5PNww,2025-02-07T08:58:45Z,0,0,56,"gacor, 77",2,-0.296,Negative,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"Baru join de po receh, eh udah mekswin 10 juta aja di A𝘎𝑈𝑆𝐓𝑂𝙏𝘖",@purnamasolano-t5u,UCdjK7k9eVOr_KbBawnSHKgg,2025-02-07T08:58:45Z,0,0,62,toto,1,-0.34,Negative,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,𝘋Е𝙒𝐴𝐷O𝙍А bener-bener gacor!,@Rachendyjr-g4y,UC0L3Lg23efz3AOKQr-dt2gA,2025-02-07T08:58:38Z,0,0,27,"gacor, dewa",2,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"А𝘌𝘙𝑂8𝟴, jepe mulu!",@RabangKishore-m1w,UCQxrfoKsMq701qR1ptgoWig,2025-02-07T08:58:34Z,0,0,18,"jepe, 88",2,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"𝐴𝘌𝐑𝐎𝟖𝟾 Baru depo 50 ribu, langsung mekswin 5 juta. Gokil ga sih?",@rachmaliaAmorin-x6f,UCmpY3Y6JIpLU1_IIm7lpMRw,2025-02-07T08:58:34Z,0,0,64,88,1,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"𝘋𝑂𝑅𝘼𝟽𝟽, jepey terus",@Rachelsharma-n4j,UCkpfZbZRHNk0Gpzx2mXecvA,2025-02-07T08:58:34Z,0,0,19,"jepe, 77",2,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"𝐷𝙀𝐖𝐀𝘋𝘖𝑅A, cuan gmpng banget",@qustianibegum-r1l,UCXwRhy4w5t09SFQ1cElFpQQ,2025-02-07T08:58:34Z,0,0,27,dewa,1,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,А𝐸𝙍O88 bikin ketagihan!,@pursnaniVillate-y1h,UC9seFfvF2nVSUgtLPMI7fOg,2025-02-07T08:58:34Z,0,0,23,88,1,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"gacir banget, main di 𝐴𝐄𝐑𝙊𝟪8",@RabbottJbuxton-v2c,UC_a6o9qEfUkLLNh4FCJiIxw,2025-02-07T08:58:34Z,0,0,28,88,1,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"Pecah banget di 𝘿𝙀𝑊𝘼𝘿OЯА, cuan mulu",@rachmaliaAmorin-n1b,UCdnJURI3gfT4QZWHko1ONsw,2025-02-07T08:58:34Z,0,0,35,dewa,1,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"𝐴𝐆UST𝑂T𝘖 gachor bgt, jepey terus",@Putinsaleh-n1n,UCbYZ5B29OqRBF8Xi3UNCsNg,2025-02-07T08:58:33Z,0,0,32,"jepe, toto",2,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,jepey terus di 𝘈𝙀𝙍𝐎𝟴𝟴,@Rahardjokishor-c7s,UCVIJyq5P0K-rquUDP_Poevg,2025-02-07T08:58:33Z,0,0,21,"jepe, 88",2,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"de po kecil, mekswin besar di 𝐴𝙀𝐑O𝟪𝟖",@Rabelomundhra-o5k,UCkIAGZ0MkBDXHTNTxkVIIiw,2025-02-07T08:58:30Z,0,0,36,88,1,-0.5574,Negative,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,𝘋𝐎RА𝟽7 bener-bener gacir,@purnamasolano-t5u,UCdjK7k9eVOr_KbBawnSHKgg,2025-02-07T08:58:25Z,62,0,24,77,1,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,Pecah banget di 𝘼𝐸Я𝙊𝟴𝟖!,@puertaQureshi-w8q,UCPKFRPDhGkiK11QPQH5PNww,2025-02-07T08:58:25Z,76,0,23,88,1,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"jepey tiap hari, ga boong di A𝙂𝑈𝘚𝑇𝐎T𝑂",@Quangkumar-w1b,UCgPj4dYC6xP1xjWnkSHX6KQ,2025-02-07T08:58:25Z,0,0,37,"jepe, toto",2,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,А𝐺𝑈𝐒𝑇𝙊𝙏𝐎 emang juara mekswin,@puentesSboles-h3b,UCXgpcanNH8YEtv-XkqE5cYQ,2025-02-07T08:58:22Z,0,0,28,toto,1,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,𝐀𝐺𝑈𝙎T𝑂T𝘖 ini beneran gachor,@Putinsaleh-n1n,UCbYZ5B29OqRBF8Xi3UNCsNg,2025-02-07T08:58:10Z,0,0,27,toto,1,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,W ISTRI ERIK 🔥💪,@aidi.you69,UCinbI4ARFmRGLYnQ7IIXn6A,2025-02-07T00:06:31Z,0,0,15,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,pertahan kan boss support terus💥💥,@Salmandoo,UCsz0cDzkzvFoFL6LIDsTAPw,2025-02-04T23:18:34Z,0,0,33,,0,0.4019,Positive,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,Lama2 liat debora mirip emaknya erik malah kaya anaknya dan erik mantunya,@BRILINKAnandaCellular,UCcsBF0Dls8_J0eRS9XYrvTg,2024-12-26T03:02:33Z,2,1,73,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,22:55 quality sleep ya rick😂,@confiduZ,UCmXAVnd9hAUbeexHcVwqpdQ,2024-12-23T11:57:21Z,1,0,28,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"Erick anak berandalan skrg harus tobat sudah dapat cewek yg bener""mau respek",@surjadihermanto4270,UCZUHxCpxMXU9Ytex_GuhgGg,2024-12-23T10:07:10Z,0,0,76,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"bini lu positif vibes banget nyet😢, bisa ngertiin pasangan, bisa menghargai pasangan, beda banget sama cewek cewek indo pada umumnya yang modelnya kayak cabe cabean selalu minta di ngertiin cowoknya tapi dia ke cowoknya ga pernah nanya hal² kecil yang bisa buat cowok bahagia😢.
langgeng terus nyettt🎉🤩",@nonamenoface-xt4up,UCMlnqbXR0z_P34e8YCyifPg,2024-12-22T16:34:52Z,0,0,301,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"Beruntungg banget lu rik dapet cidebb, dijaga baik"" rik !!!",@Faker83_dd,UCdR-eU6iB0_opWiPtBgDRKw,2024-12-20T16:16:56Z,0,0,59,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,Muka erik sangat² excited😅😅😅,@miftahulniam7138,UCsqA9yWFX-53V_wyBV0vh3Q,2024-12-19T18:32:36Z,2,0,28,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"Setiap liat konten Erik waktu ada Deb, gw selalu kagum sama Deb. She is amazing",@tejakusumaningrat8243,UCTczAuIfbm9F7u9wxWTu42A,2024-12-17T08:09:45Z,0,0,79,,0,0.5859,Positive,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,Bagaimana cara membangunan bang erico yg super kebo 😂😂😂.,@augustinensamuel_321,UC7SKLP3iMQ1dWKdzDxKJn9Q,2024-12-15T11:25:55Z,0,0,56,,0,0.5994,Positive,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,tutor dapet sugar mommy rick,@RiaNada-g1o,UC5fbkEIBz0XWwtZ6DpgwyoA,2024-12-14T19:04:20Z,0,0,28,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,Gw yakin suatu saat nanti gw bakal dapetin yg sama kek lu ric,@coeggaming5641,UCl3K2zZF2FQxSBov_Kgih5A,2024-12-12T19:05:03Z,0,0,61,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,sejak ada ci deb jadi channel family friendly beneran jir,@fazaainurridlo886,UCz8JCG36ZnQzneU_I7BzSZA,2024-12-11T13:03:35Z,0,0,57,,0,0.4939,Positive,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,AJG RIK GUA KANGEN INTRO LU BGSTTTTTTTTT,@naufalnabil1201,UCFKBWcAGxjU9aZVaS0Xdrmg,2024-12-06T13:16:30Z,0,0,40,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,Kita butuh vlog eriko lim bukan game rp an,@AntoniAkaharnianka,UClNZYOv0qRSqYhG3EH95hzQ,2024-12-03T15:03:22Z,1,0,42,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,beruntung bgt lu rickkk,@prnaeka804,UCFtsR3c8DjsGFo765aHrRrg,2024-12-02T18:48:23Z,0,0,23,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,Eric olahraga lah ric 😅😅,@Rizpeko,UCqEr6LCGagYKaQGTUrSYydQ,2024-12-01T15:09:33Z,0,0,24,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"13:15 damn lah terharu gw. sekecil apapun erick ngasih, debora tetep apresiasi. debora hanya butuh love sign dari erick. jadi inget gw ngasi effort banyak bgt buat mantan, tapi gak diapresiasi sama sekali. dia gak nganggep itu lovesign dari gw, malah dianya risih dan minta putus😢 bener2 dewasanya luar biasa ci deb. dia tau erick ga suka shopping jalan2, tapi dia gak mandang itu sebagai kekurangan pasangan, malah dia apresiasi usaha erick untuk tetep ikut nemenin. gila kalo cewe biasa udah bete parah si itu. dikit dikit “kamu kok ga ngertiin aku sih, kayaknya kita beda jalan deh”😂 tolong Ya Allah kasih saya pasangan kayak debora yg cara dia showing her love tuh dengan words of affirmation, tapi dianya sendiri love languagenya gak neko neko, apapun dia terima, sekecil apapun dia apresiasi🥹",@Koral-ahh,UCFiqI_nfpWspvJ25qCYAYiA,2024-12-01T09:34:37Z,12,0,798,dewa,1,0.8979,Positive,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,debora kek ngurusin anak ketimbang dapet suami😂,@Koral-ahh,UCFiqI_nfpWspvJ25qCYAYiA,2024-12-01T09:17:30Z,0,0,47,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"istri ny bang erik positif vibes bgt , berpikir sangat dewasa..",@trijuliansyah5189,UCkWKhx8qYu-RQBOLWPi4_Kw,2024-12-01T08:40:59Z,1,0,63,dewa,1,0,Neutral,1
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,game apa bang?,@kuromomiage6919,UCxutEBLmzlARfYoutnPyz8g,2024-11-28T12:50:23Z,0,0,14,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,manaa restream M6 yg kau janjikan itu Lim? 😠,@nitro2010,UCNcURGWgVfMN8mkuDn6Wbtw,2024-11-28T09:04:02Z,0,0,44,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,Lu makin mirip michael souw bang,@ellesidpierre9146,UC-MEFsbMZMSUORcegziI4tQ,2024-11-28T03:54:51Z,0,0,32,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,Mirip SaltPapi bet sih lu sekarang bang,@wnidopium,UCppiKvo8zkcr3k4JB-tgQBw,2024-11-27T05:05:41Z,0,0,39,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,Banyak-banyak olahraga rik serius,@PUBGM_Ryu,UC2EAAtMBZBON18tqSOVAu_Q,2024-11-26T14:31:02Z,0,0,33,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"Rick gak pengen nyiptain lagu lagi kayak lagu tentang perjalanan idup lu ampe sekarang epic sih gua kangen lagu"" Lu lagi wkwkwk",@arimaulana17,UCqxE06DXiU92avYuOvHLwLw,2024-11-26T10:04:43Z,0,0,127,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"Dulu awal nonton lu smp kelas 2,sekrang uda mau nikah aja masih nnton lu bang",@annfzh,UCrWqzahve_5vWtu2SerZZGg,2024-11-26T05:23:57Z,1,0,77,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,Spesies sebuas itu sudah terjinakkan,@ibnuqmubarak6315,UCgH81KzOQr0AW18D37Z1AOQ,2024-11-26T04:10:06Z,0,0,36,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,❤,@aidifenedila4764,UCEUJeSm-A0kSgIODPcU5Qcw,2024-11-25T14:51:56Z,0,0,1,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,RIAU hadir bang,@dylandbae9315,UCkBtlgqpctz6ILy7YYaeKAg,2024-11-25T14:43:47Z,0,0,15,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"GA NYANGKA ERICK DULU SETOXIC ITU BISA PUNYA KONTEN YANG HUBUNGAN SESEHAT INI, TERHARU!!!",@bangaklans,UCe6jlZ6QImcAXzYi1xu_gXA,2024-11-25T08:31:35Z,0,0,89,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,idaman bet pemikiran pemikiran istri lu bang rik,@PopSkin-h9j,UCgMHBoGd6K7vK9qO3wA9c9g,2024-11-25T06:44:12Z,0,0,48,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,Arul kemana rik,@hendra81814p,UCMxnx39I_ZDDaQclTBhqaUQ,2024-11-25T03:41:51Z,1,0,15,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,"Dah lama ga nontonin lu bang ,, tau2 dah punya bini aja",@watilestari4203,UCwh4QcCMy6VPzFIYqGC9p7g,2024-11-24T13:46:19Z,0,0,55,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,gimana ce nikah ma anak kecil wkwkwk,@famousgoblin2902,UCzBq1HYx7lYAlTkZwCwBK2g,2024-11-24T12:15:20Z,0,0,36,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,Olahraga bang 😊,@valentino1509,UCJljIWo2qALmBwTgbMk1jww,2024-11-24T10:16:37Z,1,0,15,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,Gamau tau ya rik lu mesti bikin banyak” Vdio yg di post di ytube bareng cici gamau tau pokoknya,@Umarlilyselly,UCw9M04uEqphpsQ2UaXA_-2g,2024-11-24T06:49:58Z,0,0,95,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,good,@igoputraekafirmansyah3375,UCEhYy3GeIftVzVuWnlMNJCw,2024-11-24T05:32:59Z,0,0,4,,0,0.4404,Positive,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,bukanya happy lu malah kek odgj jir ,@P1Vengeance,UCZSv8Hgtd_sZFkGLYaVMpsg,2024-11-23T17:06:32Z,2,0,36,,0,0.5719,Positive,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,bikin podcast dong rick bareng ci deb tentang relationship,@razky7,UC0kGo5j5k8lHwgwEe6N7H8A,2024-11-23T15:18:35Z,3,0,58,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,RIC saran aja sebete nya lo sama keadaan sedangkan pasangan se effort itu please balas lah perlakuan istri lo yg baik itu. kasian debbora,@HamsterRose,UCKIskxYR96Y8JvJRdsgtreA,2024-11-23T12:14:17Z,1,3,137,,0,0.3182,Positive,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,banyak banget pelajaran yg bisa gw ambil disini😢,@piqtok5570,UCySJR_l6UwsCqyMAtx0nbvw,2024-11-23T06:50:34Z,2,0,48,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,Eric qjg😂,@Ajikangger,UCJ0Yg637Od93uV6uacl02IA,2024-11-23T04:33:51Z,1,0,9,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,ci debora penjinak satwa😂,@rakaputra3996,UCM84jUZ46Q4dU1SzPiFltsw,2024-11-23T02:29:20Z,1,0,25,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,Bang ke jepang bang seru wkwkw,@AjiSoeda,UC_XcHTxk9cqZ4zFhJT_OWOQ,2024-11-23T01:39:49Z,0,0,30,,0,0,Neutral,0
sa4FbbS8FzA,#TODVLOG  SUAMI SUPER MALAS vs ISTRI SUPER AKTIF,Entertainment,Sabar banget bang istri loo beruntung sih lo bang langeng terus,@AjiSoeda,UC_XcHTxk9cqZ4zFhJT_OWOQ,2024-11-23T01:28:21Z,1,0,63,,0,0,Neutral,0
